Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo;Imagen;Archivo imagen asignado
telescopica-reforzada-500mm-cierre-suave-negra-gt-4550-zn;Telescopica Reforzada 500mm Cierre Suave Negra;Correderas para Muebles;;;;;;;11025.00;;;;;;;GT-4550-ZN;;SI;NO;Marca: Grupo Euro<br>Código: GT-4550-ZN<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 500mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 500mm Cierre Suave Negra marca Grupo Euro. Código GT-4550-ZN. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
telescopica-reforzada-550mm-cierre-suave-zincada-gt-4555-zs;Telescopica Reforzada 550mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;11707.50;;;;;;;GT-4555-ZS;;SI;NO;Marca: Grupo Euro<br>Código: GT-4555-ZS<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 550mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 550mm Cierre Suave Zincada marca Grupo Euro. Código GT-4555-ZS. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
telescopica-reforzada-550mm-cierre-suave-negra-gt-4555-zn;Telescopica Reforzada 550mm Cierre Suave Negra;Correderas para Muebles;;;;;;;11707.50;;;;;;;GT-4555-ZN;;SI;NO;Marca: Grupo Euro<br>Código: GT-4555-ZN<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 550mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 550mm Cierre Suave Negra marca Grupo Euro. Código GT-4555-ZN. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
telescopica-reforzada-600mm-cierre-suave-zincada-gt-4560-zs;Telescopica Reforzada 600mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;12705.00;;;;;;;GT-4560-ZS;;SI;NO;Marca: Grupo Euro<br>Código: GT-4560-ZS<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 600mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 600mm Cierre Suave Zincada marca Grupo Euro. Código GT-4560-ZS. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
telescopica-reforzada-600mm-cierre-suave-negra-gt-4560-zn;Telescopica Reforzada 600mm Cierre Suave Negra;Correderas para Muebles;;;;;;;12705.00;;;;;;;GT-4560-ZN;;SI;NO;Marca: Grupo Euro<br>Código: GT-4560-ZN<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 600mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 600mm Cierre Suave Negra marca Grupo Euro. Código GT-4560-ZN. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
telescopica-reforzada-400mm-push-open-zincada-gt-4540-zp;Telescopica Reforzada 400mm Push Open Zincada;Correderas para Muebles;;;;;;;10080.00;;;;;;;GT-4540-ZP;;SI;NO;Marca: Grupo Euro<br>Código: GT-4540-ZP<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 400mm Push Open Zincada | Herrajes Darío;Telescopica Reforzada 400mm Push Open Zincada marca Grupo Euro. Código GT-4540-ZP. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=19fCuvULqX1oaeWYdgkgKQouZoLM2-MWl;ESQ_GICL_01.jpg
telescopica-reforzada-450mm-push-open-zincada-gt-4545-zp;Telescopica Reforzada 450mm Push Open Zincada;Correderas para Muebles;;;;;;;10920.00;;;;;;;GT-4545-ZP;;SI;NO;Marca: Grupo Euro<br>Código: GT-4545-ZP<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 450mm Push Open Zincada | Herrajes Darío;Telescopica Reforzada 450mm Push Open Zincada marca Grupo Euro. Código GT-4545-ZP. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=19fCuvULqX1oaeWYdgkgKQouZoLM2-MWl;ESQ_GICL_01.jpg
telescopica-reforzada-500mm-push-open-zincada-gt-4550-zp;Telescopica Reforzada 500mm Push Open Zincada;Correderas para Muebles;;;;;;;11760.00;;;;;;;GT-4550-ZP;;SI;NO;Marca: Grupo Euro<br>Código: GT-4550-ZP<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 500mm Push Open Zincada | Herrajes Darío;Telescopica Reforzada 500mm Push Open Zincada marca Grupo Euro. Código GT-4550-ZP. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=19fCuvULqX1oaeWYdgkgKQouZoLM2-MWl;ESQ_GICL_01.jpg
telescopica-reforzada-45mm-250mm-zincada-brz-2026-z;Telescopica Reforzada (45mm) 250mm Zincada;Correderas para Muebles;;;;;;;3150.00;;;;;;;BRZ-2026-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2026-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada (45mm) 250mm Zincada | Herrajes Darío;Telescopica Reforzada (45mm) 250mm Zincada marca BRONZEN. Código BRZ-2026-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14PkMwavC3b8h8oFzV1Z_OCiKZkhsvl-C;esqtlref.jpg
telescopica-reforzada-45mm-250mm-negra-brz-2026-n;Telescopica Reforzada (45mm) 250mm Negra;Correderas para Muebles;;;;;;;3150.00;;;;;;;BRZ-2026-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2026-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada (45mm) 250mm Negra | Herrajes Darío;Telescopica Reforzada (45mm) 250mm Negra marca BRONZEN. Código BRZ-2026-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14PkMwavC3b8h8oFzV1Z_OCiKZkhsvl-C;esqtlref.jpg
telescopica-reforzada-45mm-300mm-zincada-brz-2031-z;Telescopica Reforzada (45mm) 300mm Zincada;Correderas para Muebles;;;;;;;3780.00;;;;;;;BRZ-2031-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2031-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada (45mm) 300mm Zincada | Herrajes Darío;Telescopica Reforzada (45mm) 300mm Zincada marca BRONZEN. Código BRZ-2031-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14PkMwavC3b8h8oFzV1Z_OCiKZkhsvl-C;esqtlref.jpg
telescopica-reforzada-45mm-300mm-negra-brz-2031-n;Telescopica Reforzada (45mm) 300mm Negra;Correderas para Muebles;;;;;;;3780.00;;;;;;;BRZ-2031-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2031-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada (45mm) 300mm Negra | Herrajes Darío;Telescopica Reforzada (45mm) 300mm Negra marca BRONZEN. Código BRZ-2031-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14PkMwavC3b8h8oFzV1Z_OCiKZkhsvl-C;esqtlref.jpg
telescopica-reforzada-45mm-350mm-zincada-brz-2036-z;Telescopica Reforzada (45mm) 350mm Zincada;Correderas para Muebles;;;;;;;4410.00;;;;;;;BRZ-2036-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2036-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada (45mm) 350mm Zincada | Herrajes Darío;Telescopica Reforzada (45mm) 350mm Zincada marca BRONZEN. Código BRZ-2036-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14PkMwavC3b8h8oFzV1Z_OCiKZkhsvl-C;esqtlref.jpg
telescopica-reforzada-45mm-350mm-negra-brz-2036-n;Telescopica Reforzada (45mm) 350mm Negra;Correderas para Muebles;;;;;;;4410.00;;;;;;;BRZ-2036-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2036-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada (45mm) 350mm Negra | Herrajes Darío;Telescopica Reforzada (45mm) 350mm Negra marca BRONZEN. Código BRZ-2036-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14PkMwavC3b8h8oFzV1Z_OCiKZkhsvl-C;esqtlref.jpg
telescopica-reforzada-45mm-400mm-zincada-brz-2041-z;Telescopica Reforzada (45mm) 400mm Zincada;Correderas para Muebles;;;;;;;5040.00;;;;;;;BRZ-2041-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2041-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada (45mm) 400mm Zincada | Herrajes Darío;Telescopica Reforzada (45mm) 400mm Zincada marca BRONZEN. Código BRZ-2041-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14PkMwavC3b8h8oFzV1Z_OCiKZkhsvl-C;esqtlref.jpg
telescopica-reforzada-45mm-400mm-negra-brz-2041-n;Telescopica Reforzada (45mm) 400mm Negra;Correderas para Muebles;;;;;;;5040.00;;;;;;;BRZ-2041-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2041-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada (45mm) 400mm Negra | Herrajes Darío;Telescopica Reforzada (45mm) 400mm Negra marca BRONZEN. Código BRZ-2041-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14PkMwavC3b8h8oFzV1Z_OCiKZkhsvl-C;esqtlref.jpg
telescopica-reforzada-45mm-450mm-zincada-brz-2046-z;Telescopica Reforzada (45mm) 450mm Zincada;Correderas para Muebles;;;;;;;5670.00;;;;;;;BRZ-2046-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2046-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada (45mm) 450mm Zincada | Herrajes Darío;Telescopica Reforzada (45mm) 450mm Zincada marca BRONZEN. Código BRZ-2046-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14PkMwavC3b8h8oFzV1Z_OCiKZkhsvl-C;esqtlref.jpg
telescopica-reforzada-45mm-450mm-negra-brz-2046-n;Telescopica Reforzada (45mm) 450mm Negra;Correderas para Muebles;;;;;;;5670.00;;;;;;;BRZ-2046-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2046-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada (45mm) 450mm Negra | Herrajes Darío;Telescopica Reforzada (45mm) 450mm Negra marca BRONZEN. Código BRZ-2046-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14PkMwavC3b8h8oFzV1Z_OCiKZkhsvl-C;esqtlref.jpg
telescopica-reforzada-45mm-500mm-zincada-brz-2051-z;Telescopica Reforzada (45mm) 500mm Zincada;Correderas para Muebles;;;;;;;6300.00;;;;;;;BRZ-2051-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2051-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada (45mm) 500mm Zincada | Herrajes Darío;Telescopica Reforzada (45mm) 500mm Zincada marca BRONZEN. Código BRZ-2051-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14PkMwavC3b8h8oFzV1Z_OCiKZkhsvl-C;esqtlref.jpg
telescopica-reforzada-45mm-500mm-negra-brz-2051-n;Telescopica Reforzada (45mm) 500mm Negra;Correderas para Muebles;;;;;;;6300.00;;;;;;;BRZ-2051-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2051-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada (45mm) 500mm Negra | Herrajes Darío;Telescopica Reforzada (45mm) 500mm Negra marca BRONZEN. Código BRZ-2051-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14PkMwavC3b8h8oFzV1Z_OCiKZkhsvl-C;esqtlref.jpg
telescopica-reforzada-45mm-550mm-zincada-brz-2056-z;Telescopica Reforzada (45mm) 550mm Zincada;Correderas para Muebles;;;;;;;6930.00;;;;;;;BRZ-2056-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2056-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada (45mm) 550mm Zincada | Herrajes Darío;Telescopica Reforzada (45mm) 550mm Zincada marca BRONZEN. Código BRZ-2056-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14PkMwavC3b8h8oFzV1Z_OCiKZkhsvl-C;esqtlref.jpg
telescopica-reforzada-45mm-550mm-negra-brz-2056-n;Telescopica Reforzada (45mm) 550mm Negra;Correderas para Muebles;;;;;;;6930.00;;;;;;;BRZ-2056-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2056-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada (45mm) 550mm Negra | Herrajes Darío;Telescopica Reforzada (45mm) 550mm Negra marca BRONZEN. Código BRZ-2056-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14PkMwavC3b8h8oFzV1Z_OCiKZkhsvl-C;esqtlref.jpg
telescopica-liviana-35mm-250mm-zincada-brz-1825-z;Telescopica Liviana (35mm) 250mm Zincada;Correderas para Muebles;;;;;;;2100.00;;;;;;;BRZ-1825-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-1825-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Liviana (35mm) 250mm Zincada | Herrajes Darío;Telescopica Liviana (35mm) 250mm Zincada marca BRONZEN. Código BRZ-1825-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=106TQSI8_NwuEDGWiZBgoo1PWPM9VN9AO;esqtlliviana.jpg
telescopica-liviana-35mm-250mm-negra-brz-1825-n;Telescopica Liviana (35mm) 250mm Negra;Correderas para Muebles;;;;;;;2100.00;;;;;;;BRZ-1825-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-1825-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Liviana (35mm) 250mm Negra | Herrajes Darío;Telescopica Liviana (35mm) 250mm Negra marca BRONZEN. Código BRZ-1825-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=106TQSI8_NwuEDGWiZBgoo1PWPM9VN9AO;esqtlliviana.jpg
telescopica-liviana-35mm-300mm-zincada-brz-1830-z;Telescopica Liviana (35mm) 300mm Zincada;Correderas para Muebles;;;;;;;2152.50;;;;;;;BRZ-1830-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-1830-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Liviana (35mm) 300mm Zincada | Herrajes Darío;Telescopica Liviana (35mm) 300mm Zincada marca BRONZEN. Código BRZ-1830-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=106TQSI8_NwuEDGWiZBgoo1PWPM9VN9AO;esqtlliviana.jpg
telescopica-liviana-35mm-300mm-negra-brz-1830-n;Telescopica Liviana (35mm) 300mm Negra;Correderas para Muebles;;;;;;;2152.50;;;;;;;BRZ-1830-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-1830-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Liviana (35mm) 300mm Negra | Herrajes Darío;Telescopica Liviana (35mm) 300mm Negra marca BRONZEN. Código BRZ-1830-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=106TQSI8_NwuEDGWiZBgoo1PWPM9VN9AO;esqtlliviana.jpg
telescopica-liviana-35mm-350mm-zincada-brz-1835-z;Telescopica Liviana (35mm) 350mm Zincada;Correderas para Muebles;;;;;;;2520.00;;;;;;;BRZ-1835-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-1835-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Liviana (35mm) 350mm Zincada | Herrajes Darío;Telescopica Liviana (35mm) 350mm Zincada marca BRONZEN. Código BRZ-1835-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=106TQSI8_NwuEDGWiZBgoo1PWPM9VN9AO;esqtlliviana.jpg
telescopica-liviana-35mm-350mm-negra-brz-1835-n;Telescopica Liviana (35mm) 350mm Negra;Correderas para Muebles;;;;;;;2520.00;;;;;;;BRZ-1835-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-1835-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Liviana (35mm) 350mm Negra | Herrajes Darío;Telescopica Liviana (35mm) 350mm Negra marca BRONZEN. Código BRZ-1835-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=106TQSI8_NwuEDGWiZBgoo1PWPM9VN9AO;esqtlliviana.jpg
telescopica-liviana-35mm-400mm-zincada-brz-1840-z;Telescopica Liviana (35mm) 400mm Zincada;Correderas para Muebles;;;;;;;2835.00;;;;;;;BRZ-1840-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-1840-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Liviana (35mm) 400mm Zincada | Herrajes Darío;Telescopica Liviana (35mm) 400mm Zincada marca BRONZEN. Código BRZ-1840-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=106TQSI8_NwuEDGWiZBgoo1PWPM9VN9AO;esqtlliviana.jpg
telescopica-liviana-35mm-400mm-negra-brz-1840-n;Telescopica Liviana (35mm) 400mm Negra;Correderas para Muebles;;;;;;;2835.00;;;;;;;BRZ-1840-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-1840-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Liviana (35mm) 400mm Negra | Herrajes Darío;Telescopica Liviana (35mm) 400mm Negra marca BRONZEN. Código BRZ-1840-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=106TQSI8_NwuEDGWiZBgoo1PWPM9VN9AO;esqtlliviana.jpg
telescopica-liviana-35mm-450mm-zincada-brz-1845-z;Telescopica Liviana (35mm) 450mm Zincada;Correderas para Muebles;;;;;;;3202.50;;;;;;;BRZ-1845-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-1845-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Liviana (35mm) 450mm Zincada | Herrajes Darío;Telescopica Liviana (35mm) 450mm Zincada marca BRONZEN. Código BRZ-1845-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=106TQSI8_NwuEDGWiZBgoo1PWPM9VN9AO;esqtlliviana.jpg
telescopica-liviana-35mm-450mm-negra-brz-1845-n;Telescopica Liviana (35mm) 450mm Negra;Correderas para Muebles;;;;;;;3202.50;;;;;;;BRZ-1845-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-1845-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Liviana (35mm) 450mm Negra | Herrajes Darío;Telescopica Liviana (35mm) 450mm Negra marca BRONZEN. Código BRZ-1845-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=106TQSI8_NwuEDGWiZBgoo1PWPM9VN9AO;esqtlliviana.jpg
telescopica-liviana-35mm-500mm-zincada-brz-1850-z;Telescopica Liviana (35mm) 500mm Zincada;Correderas para Muebles;;;;;;;3570.00;;;;;;;BRZ-1850-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-1850-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Liviana (35mm) 500mm Zincada | Herrajes Darío;Telescopica Liviana (35mm) 500mm Zincada marca BRONZEN. Código BRZ-1850-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=106TQSI8_NwuEDGWiZBgoo1PWPM9VN9AO;esqtlliviana.jpg
telescopica-liviana-35mm-500mm-negra-brz-1850-n;Telescopica Liviana (35mm) 500mm Negra;Correderas para Muebles;;;;;;;3570.00;;;;;;;BRZ-1850-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-1850-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Liviana (35mm) 500mm Negra | Herrajes Darío;Telescopica Liviana (35mm) 500mm Negra marca BRONZEN. Código BRZ-1850-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=106TQSI8_NwuEDGWiZBgoo1PWPM9VN9AO;esqtlliviana.jpg
telescopica-liviana-35mm-550mm-zincada-brz-1855-z;Telescopica Liviana (35mm) 550mm Zincada;Correderas para Muebles;;;;;;;3990.00;;;;;;;BRZ-1855-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-1855-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Liviana (35mm) 550mm Zincada | Herrajes Darío;Telescopica Liviana (35mm) 550mm Zincada marca BRONZEN. Código BRZ-1855-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=106TQSI8_NwuEDGWiZBgoo1PWPM9VN9AO;esqtlliviana.jpg
telescopica-liviana-35mm-550mm-negra-brz-1855-n;Telescopica Liviana (35mm) 550mm Negra;Correderas para Muebles;;;;;;;3990.00;;;;;;;BRZ-1855-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-1855-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Liviana (35mm) 550mm Negra | Herrajes Darío;Telescopica Liviana (35mm) 550mm Negra marca BRONZEN. Código BRZ-1855-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=106TQSI8_NwuEDGWiZBgoo1PWPM9VN9AO;esqtlliviana.jpg
telescopica-reforzada-300mm-cierre-suave-zincada-brz-2130-z;Telescopica Reforzada 300mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;7087.50;;;;;;;BRZ-2130-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2130-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada 300mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 300mm Cierre Suave Zincada marca BRONZEN. Código BRZ-2130-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14G7i_c74bCZiLnZpINyIDYLkkHXowWzZ;esqtlcs.jpg
telescopica-reforzada-300mm-cierre-suave-negra-brz-2130-n;Telescopica Reforzada 300mm Cierre Suave Negra;Correderas para Muebles;;;;;;;7087.50;;;;;;;BRZ-2130-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2130-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada 300mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 300mm Cierre Suave Negra marca BRONZEN. Código BRZ-2130-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14G7i_c74bCZiLnZpINyIDYLkkHXowWzZ;esqtlcs.jpg
telescopica-reforzada-350mm-cierre-suave-zincada-brz-2135-z;Telescopica Reforzada 350mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;7297.50;;;;;;;BRZ-2135-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2135-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada 350mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 350mm Cierre Suave Zincada marca BRONZEN. Código BRZ-2135-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14G7i_c74bCZiLnZpINyIDYLkkHXowWzZ;esqtlcs.jpg
telescopica-reforzada-350mm-cierre-suave-negra-brz-2135-n;Telescopica Reforzada 350mm Cierre Suave Negra;Correderas para Muebles;;;;;;;7297.50;;;;;;;BRZ-2135-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2135-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada 350mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 350mm Cierre Suave Negra marca BRONZEN. Código BRZ-2135-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14G7i_c74bCZiLnZpINyIDYLkkHXowWzZ;esqtlcs.jpg
telescopica-reforzada-400mm-cierre-suave-zincada-brz-2140-z;Telescopica Reforzada 400mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;7980.00;;;;;;;BRZ-2140-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2140-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada 400mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 400mm Cierre Suave Zincada marca BRONZEN. Código BRZ-2140-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14G7i_c74bCZiLnZpINyIDYLkkHXowWzZ;esqtlcs.jpg
